P52824	A0A0B4KHZ4
Q15723	P11536
Q99607	P11536
P32519	P11536
O15021	Q9VUQ9
Q9Y2H9	Q9VUQ9
O60307	Q9VUQ9
Q6P0Q8	Q9VUQ9
Q92539	Q8SXP0
Q14693	Q8SXP0
Q9BQK8	Q8SXP0
O75078	X2JE21
Q9P0K1	X2JE21
O75077	X2JE21
O95429	A8JNS4
O95817	A8JNS4
O95487	A1Z813
O95486	A1Z813
P14921	P51023
P15036	P51023
P22003	P27091
P18075	P27091
P22004	P27091
Q7Z5Y6	P27091
P34820	P27091
P28360	Q03372
P35548	Q03372
P35670	Q9VYT4
Q04656	Q9VYT4
Q9BT43	Q86BI8
O15318	Q86BI8
P55822	Q9NFP5
Q9UJC5	Q9NFP5
O75368	Q9NFP5
Q96DU7	Q7KV26
P27987	Q7KV26
P23677	Q7KV26
Q684P5	A8DYW8
P47736	A8DYW8
O43548	Q9VLU2
P22735	Q9VLU2
P49221	Q9VLU2
P00488	Q9VLU2
P46821	Q9W596
Q66K74	Q9W596
P78559	Q9W596
Q12908	Q9VXV4
Q12908	Q9VXF5
Q6A1A2	Q9W0V1
O15530	Q9W0V1
P56545	O46036
Q13363	O46036
Q8TF42	Q9VCE9
P57075	Q9VCE9
P31153	P40320
Q00266	P40320
Q5T7N3	A8DYE0
Q14678	A8DYE0
Q63ZY3	A8DYE0
Q6NY19	A8DYE0
P35713	P40657
Q9H6I2	P40657
Q9BT81	P40657
Q9BRK0	A0A0B4JCU3
Q6NUK4	A0A0B4JCU3
Q9H902	A0A0B4JCU3
Q9H6H4	A0A0B4JCU3
Q9BWM7	Q9VN13
Q9H9B4	Q9VN13
Q9NSU2	Q9VQJ7
Q9BQ50	Q9VQJ7
Q2PPJ7	Q9VB98
Q6GYQ0	Q9VB98
Q9BQI7	E1JIT7
Q9NYI0	E1JIT7
Q8NDX1	E1JIT7
A5PKW4	E1JIT7
Q9NVJ2	Q9VHV5
Q96BM9	Q9VHV5
Q8NDV3	Q9VCD8
Q14683	Q9VCD8
Q8IV13	Q9VZP3
Q5T5M9	Q9VZP3
Q6DT37	Q9W1B0
Q9Y5S2	Q9W1B0
Q5VT25	Q9W1B0
Q9HCE6	M9PHU0
O15013	M9PHU0
Q8IXT5	Q9W0D6
Q9NTZ6	Q9W0D6
Q8N4F7	Q9VX13
Q9H920	Q9VX13
Q5VU92	Q9VGE3
Q5T6F0	Q9VGE3
Q5VW00	Q9VGE3
A4D256	Q9VLW7
Q9UNH5	Q9VLW7
O60729	Q9VLW7
Q9Y305	Q9VMA4
Q9Y305	Q9V9W5
Q9Y305	Q9V9W4
Q9Y305	Q95TK5
O43402	Q9W1Y1
Q9Y3B6	Q9W1Y1
Q9Y5X1	Q9NCC3
Q8WV41	Q9NCC3
Q96T83	Q8IPJ4
Q92581	Q8IPJ4
Q8IVB4	Q8IPJ4
Q9Y232	Q9W0M0
Q9Y6F8	Q9W0M0
Q8N8U2	Q9W0M0
O75521	Q9W0M0
Q9Y6F7	Q9W0M0
P56915	P54366
O15499	P54366
Q9UQ05	A1ZB14
Q9ULD8	A1ZB14
Q96L42	A1ZB14
Q96LT9	A0A0B4LGA2
Q96IZ5	A0A0B4LGA2
Q9UET6	Q9VDD9
Q9UET6	Q9VEP1
Q8N1T3	Q23979
O00159	Q23979
P08069	P09208
P06213	P09208
P14616	P09208
O43815	D3DML3
Q13033	D3DML3
Q9NRL3	D3DML3
Q9BTV7	A0A0B4KF19
Q8TDN4	A0A0B4KF19
Q8NBN3	Q9VQ34
Q96K49	Q9VQ34
O00341	A0A6H2EJK0
P43005	A0A6H2EJK0
P43004	A0A6H2EJK0
P48664	A0A6H2EJK0
P43003	A0A6H2EJK0
P48729	P54367
Q8N752	P54367
P43268	Q8MRW5
P50549	Q8MRW5
P41161	Q8MRW5
P51449	P31396
Q92753	P31396
P35398	P31396
P06733	P15007
P13929	P15007
P09104	P15007
Q8WXH6	Q8IR80
Q12829	Q8IR80
P0C0E4	Q8IR80
Q96S21	Q8IR80
P18859	Q9VZ72
P18859	Q24407
Q92824	P30432
P29122	P30432
Q9Y5A7	Q9VRF3
Q9Y5A7	Q9VBQ3
P58340	Q9NKV0
Q15773	Q9NKV0
P60842	Q02748
Q14240	Q02748
Q9BY77	Q9VWQ3
Q9BY77	Q9VWQ6
P20594	Q9VF17
P16066	Q9VF17
P32242	P22810
O43186	P22810
P32243	P22810
P23229	Q24247
P26006	Q24247
Q13683	Q24247
Q8NER5	A1Z7L8
P36896	A1Z7L8
P36897	A1Z7L8
P40123	Q9VPX6
Q01518	Q9VPX6
P51841	A0A4D6K026
Q02846	A0A4D6K026
Q8TBX8	Q8SXX1
P48426	Q8SXX1
P78356	Q8SXX1
P53814	M9PDW8
Q2TAL5	M9PDW8
A8MU46	M9PDW8
Q15078	Q9V3H5
Q13319	Q9V3H5
P09067	P09077
P20719	P09077
Q00444	P09077
Q9Y3R5	A1ZBE8
Q5JWR5	A1ZBE8
P15927	Q9VIH1
Q13156	Q9VIH1
Q14964	Q9W3Q0
Q96DA2	Q9W3Q0
Q96RV3	P18490
Q9H6A9	P18490
A6NKB5	P18490
Q8IZA0	Q9VSC9
Q5VV43	Q9VSC9
Q9ULU8	Q9NHE5
Q86UW7	Q9NHE5
P21399	Q9VGZ3
P21399	Q9VCV4
Q658N2	Q9VXV9
Q2TBF2	Q9VXV9
Q9C005	Q9VKQ9
Q9C005	Q9VZJ1
Q9UMS5	Q9V9A8
Q8N3S3	Q9V9A8
Q8IZQ8	B7Z043
Q969V6	B7Z043
Q9ULH7	B7Z043
Q8IVE3	Q9W5D0
Q9ULM0	Q9W5D0
O75452	Q7K3N4
Q9BPW9	Q7K3N4
P37059	Q7K3N4
Q8NEX9	Q7K3N4
Q02338	Q7K3N4
O14756	Q7K3N4
Q8TDW4	Q9VPB1
Q9NRC1	Q9VPB1
P46782	Q24186
P46782	Q9VFE4
Q8IUZ5	Q9VU95
Q8TBG4	Q9VU95
Q96C24	A0A0B4K657
Q8TDW5	A0A0B4K657
P07954	Q9VTI5
P07954	Q9W3X6
P07954	Q9W3X5
Q96ET8	Q8IQC1
A6NH52	Q8IQC1
Q9NYZ1	Q8IQC1
Q96N28	Q9V3U9
Q9Y3B1	Q9V3U9
P43694	P52168
Q9BWX5	P52168
Q92908	P52168
Q96A19	Q9VMC7
Q68D86	Q9VMC7
Q99453	Q9W1H7
O14813	Q9W1H7
A8MXV4	Q9VIV9
A8MXV4	Q9VIV5
A8MXV4	Q9VIV6
Q8NFF5	Q9VJY1
Q8NFF5	Q9VYI5
Q99613	A1ZAX1
B5ME19	A1ZAX1
O95755	Q9W0A7
Q9BZG1	Q9W0A7
O75581	A1Z9D7
O75197	A1Z9D7
Q5BJH7	Q8IMR4
O95070	Q8IMR4
Q8TAV4	Q9VZA4
P27105	Q9VZA4
Q9HC21	Q9W0Y9
Q9HC21	Q7K0L7
P54687	Q9VYD5
O15382	Q9VYD5
Q5T6X4	Q9VW12
Q96A26	Q9VW12
O95865	Q9VYF0
O94760	Q9VYF0
Q96BN2	Q8IP99
Q96BN2	Q8IPA1
O95239	Q9XZ29
Q2VIQ3	Q9XZ29
O15417	Q3LHL9
Q9P281	Q3LHL9
P20813	Q95078
P11509	Q95078
P51589	Q95078
P11712	Q95078
P10632	Q95078
Q16696	Q95078
P10635	Q95078
A0A087X1C5	Q95078
P20853	Q95078
P33261	Q95078
Q7Z449	Q95078
Q6VVX0	Q95078
P10636	Q9VB15
P11137	Q9VB15
P27816	Q9VB15
Q02218	A8JNU6
Q9ULD0	A8JNU6
P23470	P35832
P23471	P35832
Q9H3D4	Q8IMZ4
O15350	Q8IMZ4
P04637	Q8IMZ4
O75564	Q7JR24
Q9Y4A0	Q7JR24
Q8IY51	Q7JR24
P07199	Q7JR24
Q96MW7	Q7JR24
Q4W5G0	Q7JR24
Q6NT04	Q7JR24
Q17RP2	Q7JR24
Q53EQ6	Q7JR24
P51816	Q9VQI9
Q9UHB7	Q9VQI9
P51826	Q9VQI9
P19237	P36188
P19429	P36188
P48788	P36188
Q9NWT1	Q9VXW3
Q9NWT1	Q9VXW4
Q00532	Q9VMN3
Q5MAI5	Q9VMN3
Q13474	Q9VDW6
P11532	Q9VDW6
P46939	Q9VDW6
Q9UKV0	M9PHQ2
P56524	M9PHQ2
Q9UQL6	M9PHQ2
Q8WUI4	M9PHQ2
P51159	O76901
O00194	O76901
P68106	P48375
Q5VVH2	P48375
P62942	P48375
Q969F2	Q9VVV9
Q969G9	Q9VVV9
Q9BSE4	Q9VLW9
Q15011	Q9VLW9
Q14CZ7	Q9VD14
Q969Z0	Q9VD14
P03952	Q7KVM3
P03952	Q9VUF0
P03952	Q9VR15
P03952	Q9W2C8
P03952	Q9VUG2
P03952	A0A4D6K1E7
P03952	Q9I7V4
P03952	Q9VW19
Q9H4A9	Q9VJ94
Q9H4A9	X2JCU8
Q9H4A9	Q9VBG1
Q93096	O61722
Q12974	O61722
O75365	O61722
Q9Y2N7	Q24167
Q99814	Q24167
Q16665	Q24167
P16118	Q9VWH7
Q16877	Q9VWH7
O60825	Q9VWH7
Q16875	Q9VWH7
Q99700	Q8SWR8
Q8WWM7	Q8SWR8
Q9BX93	Q9VUV6
Q9BZM1	Q9VUV6
Q9H857	A1Z7V9
Q86UY8	A1Z7V9
Q9NP71	Q9VID4
Q9HAP2	Q9VID4
P57057	Q8MLW5
Q8TED4	Q8MLW5
O60216	O96689
Q9H4I0	O96689
O43182	H9XVN1
Q6ZRI8	H9XVN1
Q9H9Q2	Q9V4S8
Q9UBW8	Q9V4S8
Q5VST6	A0A4D6K2Q0
Q6PCB6	A0A4D6K2Q0
Q96GS6	A0A4D6K2Q0
Q7L9L4	Q95RA8
Q9H8S9	Q95RA8
Q99986	Q7KRY6
Q86Y07	Q7KRY6
Q5MNZ9	M9PER1
Q9Y4P8	M9PER1
Q9NPJ3	Q9VZZ6
Q9NPJ3	Q9VZZ5
Q9Y2V3	Q9W2Q1
Q96IS3	Q9W2Q1
Q9NUV7	Q9V3F2
O15270	Q9V3F2
Q9BV73	Q9VCD1
Q5TZA2	Q9VCD1
H7BZ55	Q9VCD1
P13674	Q9VA69
O15460	Q9VA69
Q13625	Q86BG1
Q96KQ4	Q86BG1
Q8IYT8	Q8MQJ7
O75385	Q8MQJ7
Q9Y3Q8	Q24523
Q15714	Q24523
Q99576	Q24523
O75157	Q24523
Q9BTT0	Q9V895
O95626	Q9V895
O43423	Q9V895
P39687	Q9V895
Q92688	Q9V895
O94875	A0A6M3QH40
O60504	A0A6M3QH40
O75915	Q9VJ59
O60831	Q9VJ59
P16333	Q9VPU1
O43639	Q9VPU1
Q14410	Q9W0U0
P32189	Q9W0U0
Q14409	Q9W0U0
Q07869	P13055
Q03181	P13055
P37231	P13055
P20338	Q7KY04
P61018	Q7KY04
Q15056	X2JC79
Q15056	Q9VA45
Q9UHC6	Q94887
Q96NU0	Q94887
P78357	Q94887
Q9C0A0	Q94887
Q8WYK1	Q94887
Q9BZ76	Q94887
Q02750	Q24324
P36507	Q24324
Q05655	P83099
Q04759	P83099
P62253	Q9VFR8
P62253	Q8SYG3
Q16825	Q9V3V3
Q15678	Q9V3V3
A8MW95	Q9VCE1
Q14457	Q9VCE1
Q9H4M7	A8JR01
Q9HAU0	A8JR01
Q9Y2H5	A8JR01
Q6IQ23	A8JR01
Q5VZM2	Q9VHJ4
Q7L523	Q9VHJ4
Q6PKG0	Q9VAW5
Q659C4	Q9VAW5
Q8NHH9	Q9VC57
Q6DD88	Q9VC57
Q8WXF7	Q9VC57
Q6IQ16	Q9VFP2
O43791	Q9VFP2
O43597	O44783
O43610	O44783
O43609	O44783
Q9C004	O44783
Q14766	M9PB30
P35555	M9PB30
Q8N2S1	M9PB30
Q75N90	M9PB30
P35556	M9PB30
Q14767	M9PB30
Q9NS15	M9PB30
Q9Y5V0	Q9VUU7
Q9Y5V0	Q9VUU8
P26599	A0A0B4K6W9
O95758	A0A0B4K6W9
Q9UKA9	A0A0B4K6W9
Q9Y4H2	Q9XTN2
O14654	Q9XTN2
P35568	Q9XTN2
Q86TI2	Q9VC19
Q6V1X1	Q9VC19
Q8WXI9	M9PF79
Q86YP4	M9PF79
Q8N336	Q9VI65
Q8IZ81	Q9VI65
P40222	Q9VBL3
Q8N3L3	Q9VBL3
Q9NUQ3	Q9VBL3
Q8WUF8	Q95RN0
A6NC97	Q95RN0
Q9BZI7	Q9W1H3
Q9H1J1	Q9W1H3
Q08289	M9PD84
Q02641	M9PD84
O00305	M9PD84
Q9BQE9	O76857
Q4VC05	O76857
Q8WUZ0	O76857
Q6UX01	Q9VC35
Q8WVP7	Q9VC35
Q9Y6D6	Q9VJW1
Q9Y6D5	Q9VJW1
Q9BXF9	Q8I0K9
Q96M29	Q8I0K9
Q14315	Q9VEN1
O75369	Q9VEN1
P21333	Q9VEN1
Q8N3U4	Q9VM62
Q8WVM7	Q9VM62
Q9UJ98	Q9VM62
Q9Y6K8	Q8IQG9
P00568	Q8IQG9
Q96KC2	Q9VSG8
Q9Y689	Q9VSG8
P35625	Q9VH14
P01033	Q9VH14
Q99727	Q9VH14
P16035	Q9VH14
Q04721	P07207
P46531	P07207
Q16706	Q24451
P49641	Q24451
P20337	P25228
Q96E17	P25228
P20336	P25228
P21108	Q9VT33
P11908	Q9VT33
P60891	Q9VT33
P23769	P91623
P23771	P91623
P24385	Q7KUZ5
P30279	Q7KUZ5
P30281	Q7KUZ5
P45984	P92208
P53779	P92208
P45983	P92208
Q15833	Q07327
P61764	Q07327
P11388	P15348
Q02880	P15348
Q8WUY1	Q9W440
Q8WUY1	Q9W439
Q9ULW3	A8QI32
Q9ULW3	A8QI13
Q9ULW3	Q9W394
Q9ULW3	Q8IRM9
Q9ULW3	Q9W393
Q9ULW3	Q9VY84
Q7Z4T9	Q9VJC5
Q7Z4T9	Q9VJC4
Q7Z4T9	Q9VJC3
Q9HBH1	Q8INL3
Q9HBH1	Q9VGY2
Q14155	A8DZ19
Q15052	A8DZ19
Q9H5I1	P45975
O43463	P45975
Q92820	Q9VV00
Q92820	Q8IQM9
Q15532	Q9W3G1
O75177	Q9W3G1
Q9UHA2	Q9W3G1
Q9Y5X5	Q8IN35
Q9GZQ6	Q8IN35
Q1HG44	Q9VJQ7
Q1HG43	Q9VJQ7
Q9NQ29	Q9VVI1
Q9Y383	Q9VVI1
Q5H9R7	M9PEH8
O75170	M9PEH8
Q9UPN7	M9PEH8
Q9H2J7	A0A0B4K7V4
Q9H1V8	A0A0B4K7V4
Q96K78	Q8SZ78
Q96K78	Q9VA10
Q9UDX3	Q8SYC4
O76054	Q8SYC4
B5MCN3	Q8SYC4
Q9UDX4	Q8SYC4
Q8IUH5	Q9VUW9
Q8IUH4	Q9VUW9
Q9H6F2	Q9VXG9
Q9NVV0	Q9VXG9
Q6ZSG1	A0A0B4KFN6
Q6ZNA4	A0A0B4KFN6
Q9UIU6	Q9Y1P6
Q8N196	Q9Y1P6
Q9ULI4	Q9VLW2
Q2KJY2	Q9VLW2
Q8TAA9	A0A0B4KEN4
Q9ULK5	A0A0B4KEN4
Q9NS18	Q9W2D1
Q9NS18	Q9VVT6
Q5VTE6	Q24239
Q9UNK9	Q24239
Q9NUH8	Q9W1K0
A8MWL7	Q9W1K0
Q9P0S9	Q9W1K0
Q9H4W6	P56721
Q9HAK2	P56721
Q9UH73	P56721
Q9BQW3	P56721
Q9P2K5	Q9VHC7
P52272	Q9VHC7
Q8NEZ4	Q8IRW8
O14686	Q8IRW8
A0FGR9	A0A0B4K6F9
A0FGR8	A0A0B4K6F9
Q9BSJ8	A0A0B4K6F9
Q96NN9	Q960D4
Q96NN9	Q9VJ03
Q96CU9	A1Z6N5
Q96CU9	Q9VJ10
Q9C0A6	Q9VUB5
Q8IZD2	Q9VUB5
Q92930	O18338
P61006	O18338
Q92556	Q9VKB2
Q96BJ8	Q9VKB2
Q96JJ3	Q9VKB2
Q6UX98	Q9VBM7
Q6UX98	Q0IGS7
Q6UX98	Q8IQN9
Q6UX98	Q9VBM4
Q6UX98	Q9VBM8
Q6UX98	Q9VBM6
Q6UX98	Q9W251
Q6UX98	Q9VBM5
P00367	P54385
P49448	P54385
Q5VW38	Q9W366
Q9NPR9	Q9W366
Q96C23	Q9VRU1
Q96C23	Q9VY83
Q96C23	Q9VKF7
Q96C23	Q8MR63
Q96C23	Q9VP02
Q8IZ73	Q9VKV0
Q8IZ73	Q9VKU8
O14513	F0JAQ8
Q9HCH0	F0JAQ8
O60927	Q9VRC5
O60927	Q9VMI2
O14559	Q9VIS1
A7KAX9	Q9VIS1
Q7L622	Q9VKW2
Q9BWX1	Q9VKW2
Q7L622	Q9W5W9
Q9BWX1	Q9W5W9
B5MCY1	P25823
O60522	P25823
Q9BXT4	P25823
O95390	Q9V4F4
O14793	Q9V4F4
P08962	Q9VLH0
P41732	Q9VLH0
O43657	Q9VLH0
O95631	Q24567
O00634	Q24567
O95677	Q05201
Q99502	Q05201
O00167	Q05201
Q99504	Q05201
O95757	M9MSL3
P34932	M9MSL3
Q92598	M9MSL3
P28472	Q08832
P18505	Q08832
P47870	Q08832
Q7Z6J2	Q9VRT8
O60759	Q9VRT8
Q9UGC7	Q9VK20
O75570	Q9VK20
P15311	P46150
P35241	P46150
P26038	P46150
Q13613	Q9VMI9
Q13614	Q9VMI9
Q13496	Q9VMI9
P11474	Q8WS79
O95718	Q8WS79
P62508	Q8WS79
Q9UPW6	Q9W268
Q01826	Q9W268
Q04724	P16371
Q04727	P16371
Q04725	P16371
Q04726	P16371
Q05DH4	Q9VQK0
Q8N612	Q9VQK0
Q13185	Q9W396
P45973	Q9W396
P83916	Q9W396
Q13951	Q24040
Q13951	Q24039
P80192	Q95UN8
Q16584	Q95UN8
Q5TCX8	Q95UN8
Q02779	Q95UN8
Q16654	P91622
Q15118	P91622
Q15119	P91622
Q15120	P91622
Q6IQ55	Q8IMC6
Q5TCY1	Q8IMC6
A6NJY1	Q9VM74
Q4ZJI4	Q9VM74
Q86UD5	Q9VM74
Q5TD94	Q9W1D3
Q9H0K4	Q9W1D3
Q6J4K2	A1Z7I2
Q6J4K2	A1Z7I1
Q6J4K2	Q8SZV0
Q6J4K2	A1Z8H3
Q6J4K2	A1ZAJ4
P39086	Q9VDH5
Q13002	Q9VDH5
Q13003	Q9VDH5
Q9BWF3	Q94901
Q9BQ04	Q94901
Q9BRI3	Q9VKA3
Q8IWU4	Q9VKA3
Q99726	Q9VKA3
Q8IWV7	Q9VX91
Q8IWV8	Q9VX91
Q8N128	Q9W3S3
A6PVY3	Q9W3S3
Q8N608	A0A0C4DHM8
P27487	A0A0C4DHM8
Q12884	A0A0C4DHM8
P42658	A0A0C4DHM8
Q8NE31	Q0E938
Q9NYF5	Q0E938
O94988	Q0E938
Q9NP61	A8JNX0
Q8N6H7	A8JNX0
Q9H871	Q9W2N5
Q96G75	Q9W2N5
Q63HR2	Q9VHC3
Q68CZ2	Q9VHC3
Q8IZW8	Q9VHC3
Q9HBL0	Q9VHC3
Q6P4A8	Q9VRK8
Q8NHP8	Q9VRK8
Q9P0W2	Q9W2K8
Q9NP66	Q9W2K8
Q6ZMN7	Q8MR31
Q9UPQ7	Q8MR31
Q76G19	Q8MR31
Q9UKJ5	Q0KI06
Q5VXU3	Q0KI06
Q8WWQ0	Q9VC96
Q9NSI6	Q9VC96
Q6RI45	Q9VC96
Q9H6T0	Q9BJZ5
Q6NXG1	Q9BJZ5
Q8NBQ7	Q7KY01
A6NM10	Q7KY01
Q8IXF9	Q7KY01
Q8IYB4	O46085
P50542	O46085
Q9HC10	B7Z0E5
Q2WGJ9	B7Z0E5
Q9NZM1	B7Z0E5
A0AVI2	B7Z0E5
O75923	B7Z0E5
A9Z1Z3	B7Z0E5
Q9NYB9	A0A0B4K774
Q8IZP0	A0A0B4K774
Q93084	P22700
P16615	P22700
O14983	P22700
Q9C0E4	Q9W450
Q9Y3R0	Q9W450
Q16621	P20482
Q16236	P20482
Q9Y4A8	P20482
Q14494	P20482
Q8IUQ4	P21461
O43255	P21461
Q9NQ87	Q7KM13
Q9UBP5	Q7KM13
Q9Y5J3	Q7KM13
Q00005	P36872
P63151	P36872
Q9Y2T4	P36872
Q66LE6	P36872
Q8N108	A1Z6Z7
Q8N344	A1Z6Z7
Q7Z3K6	A1Z6Z7
O43559	Q9VLL4
Q8WU20	Q9VLL4
Q96A44	A1Z6E0
Q96BD6	A1Z6E0
Q96CC6	Q76NQ1
Q6PJF5	Q76NQ1
Q5JR12	Q9VR62
Q9ULR3	Q9VR62
Q96MI6	Q9VR62
Q8TDY4	A1Z7A6
Q9ULH1	A1Z7A6
O43150	A1Z7A6
Q04637	A8DZ29
O43432	A8DZ29
P31314	Q7KS72
O43763	Q7KS72
O43711	Q7KS72
O95263	Q6NNF2
O60658	Q6NNF2
B7ZW38	Q7KU81
Q9UKM9	Q7KU81
P07910	Q7KU81
B2RXH8	Q7KU81
O60812	Q7KU81
P0DMR1	Q7KU81
Q86SE5	Q7KU81
P49721	Q9VJJ0
P49721	Q9VQE5
Q9C0D9	Q9VIU4
Q9C0D9	Q8T0S3
Q8NB66	H9XVP2
Q9UPW8	H9XVP2
O14795	H9XVP2
Q99653	Q9VNF9
O43745	Q9VNF9
P16233	Q9W448
P54317	Q9W448
P54315	Q9W448
Q17RR3	Q9W448
Q99941	Q8SX87
P18850	Q8SX87
P32418	A0A0B4K6E2
Q9UPR5	A0A0B4K6E2
P57103	A0A0B4K6E2
Q7Z4I7	Q8INQ9
P48059	Q8INQ9
Q9BR76	A0A0B4KEJ7
Q6QEF8	A0A0B4KEJ7
P31146	A0A0B4KEJ7
Q9ULV4	A0A0B4KEJ7
O75431	Q8T4F2
O75431	Q9VW58
Q9Y3D7	Q9W3P5
Q9Y3D7	Q9VF08
P35523	Q9VGH7
P51788	Q9VGH7
Q13591	Q9VTT0
Q9P283	Q9VTT0
Q96FJ2	O96860
Q96FJ2	Q24117
P56559	H9XVM3
P49703	H9XVM3
P40617	H9XVM3
Q5JPE7	A1Z843
P69849	A1Z843
Q15155	A1Z843
Q86YH2	A0A0B4KER0
Q7Z3K3	A0A0B4KER0
Q8ND82	A0A0B4KER0
P59817	A0A0B4KER0
Q6N043	A0A0B4KER0
Q92793	M9MS40
Q09472	M9MS40
Q96AG3	Q9VXK8
Q96AG3	Q9VJA5
Q13247	P26686
Q08170	P26686
Q6YP21	Q8SXC2
Q16773	Q8SXC2
P11940	P21187
Q9H361	P21187
Q4VXU2	P21187
Q13310	P21187
Q06203	Q27601
Q06203	Q967S0
Q9HCU4	Q9V5N8
Q9NYQ7	Q9V5N8
Q9NYQ6	Q9V5N8
Q9UBU7	Q9NK54
Q8NFT6	Q9NK54
P15923	P11420
P15884	P11420
Q99081	P11420
Q8IYK4	Q8IPK4
Q8NBJ5	Q8IPK4
Q5T4B2	Q8IPK4
Q8IXX5	A1Z9A5
Q1AE95	A1Z9A5
Q9Y2C9	Q9VPH1
Q9BXR5	Q9VPH1
O60603	Q9VPH1
Q15399	Q9VPH1
Q6P996	Q9VRG8
Q6P474	Q9VRG8
Q6ZW31	Q9V9S7
Q5VT97	Q9V9S7
Q12792	Q9VFM9
Q6IBS0	Q9VFM9
Q8WU08	Q9VN23
Q86UX6	Q9VN23
Q9NY57	Q9VN23
Q86WT1	Q9VK41
Q8N4P2	Q9VK41
Q9UK58	Q9W526
Q96S94	Q9W526
Q8TEX9	Q9I7R5
Q8TEX9	M9PFR8
Q9ULC8	Q9W345
Q9C0B5	Q9W345
Q9NRD8	Q9VQH2
Q9NRD9	Q9VQH2
B2RPK0	Q24537
O15347	Q24537
P09429	Q24537
P26583	Q24537
Q96BI3	Q9VQG2
Q8WW43	Q9VQG2
O15371	Q9VGC7
O15371	Q9VCK0
O95049	A0A0B4K6Y7
Q9UDY2	A0A0B4K6Y7
Q07157	A0A0B4K6Y7
O43189	Q24459
Q5T6S3	Q24459
Q9Y483	Q24459
P10746	Q9VF38
P10746	Q9W3B3
Q9C056	A0A6J3T5M5
A6NJ46	A0A6J3T5M5
P78426	A0A6J3T5M5
P49593	Q9VJ61
Q8WY54	Q9VJ61
Q8IZK6	Q9VW35
Q9GZU1	Q9VW35
Q8TDD5	Q9VW35
O15327	Q9VY47
Q96PE3	Q9VY47
Q9HCD6	Q9VTS9
Q9C0D5	Q9VTS9
O95214	Q8MMD0
O15243	Q8MMD0
O94900	Q9W0D2
O94842	Q9W0D2
O15405	Q9W0D2
Q15036	Q9VL28
Q8N9S9	Q9VL28
Q9UGP4	Q9VY77
A6NIX2	Q9VY77
Q9BRG2	Q9VMJ4
Q8N5H7	Q9VMJ4
O75815	Q9VMJ4
O75530	Q9VKD5
O75530	Q24338
Q9ULD4	Q7JVP4
O95696	Q7JVP4
P55201	Q7JVP4
Q7Z7B1	Q9VQB8
Q7Z7B1	Q9W096
P49407	Q9V393
P32121	Q9V393
P12074	Q9W1N3
Q02221	Q9W1N3
P14618	O62619
P30613	O62619
Q8NEA9	Q01820
Q96IK5	Q01820
Q9NR12	A1ZA47
Q96HC4	A1ZA47
O75112	A1ZA47
Q10472	Q6WV17
Q8IUC8	Q6WV17
Q16594	Q27272
Q9HBM6	Q27272
Q15014	Q9Y0I1
Q9UBU8	Q9Y0I1
O14948	C3KGP2
P19532	C3KGP2
O75030	C3KGP2
P19484	C3KGP2
P00519	P00522
P42684	P00522
Q9Y4F4	Q9VPK5
Q6ZUX3	Q9VPK5
O75051	Q9V491
P51805	Q9V491
Q9HCM2	Q9V491
Q9UIW2	Q9V491
Q5TG30	Q8T0G4
Q8N392	Q8T0G4
Q9P2N2	Q8T0G4
Q6EEV6	O97102
P61956	O97102
P55854	O97102
Q6UX65	O77262
Q8N682	O77262
Q8N8F6	Q9VK46
Q969M3	Q9VK46
P04040	P17336
P04040	Q9VLI6
P43353	A0A0C4DHC8
P30838	A0A0C4DHC8
P51648	A0A0C4DHC8
Q9BQ87	Q95RJ9
O60907	Q95RJ9
Q9BZK7	Q95RJ9
Q5T8D3	Q9VQI6
Q8NC06	Q9VQI6
Q13555	Q00168
Q9UQM7	Q00168
Q13557	Q00168
Q7Z2K6	Q058X1
Q7Z2K6	Q4U2G8
Q7Z2K6	A1ZBK1
Q7Z2K6	Q8MKL0
Q7Z2K6	A1Z8X5
Q7Z2K6	A0A0B4KEL4
Q7Z2K6	A0A0B4KEU8
Q7Z2K6	Q4V5E4
Q7Z2K6	Q8MT48
Q7Z2K6	A0A0B4KFC9
Q7Z2K6	A1Z8X9
P35858	Q9VPF0
P35858	Q9VAD1
P35858	Q0KHN6
P35858	A1Z9N6
O60243	Q9VDR6
Q8IZP7	Q9VDR6
Q96MM7	Q9VDR6
Q86VE3	Q8MRT7
Q96F10	Q8MRT7
P21673	Q8MRT7
Q96SE0	A1Z7Q7
Q8WU67	A1Z7Q7
O75604	Q8IQ27
Q9UK80	Q8IQ27
Q6PF18	Q8MLN3
Q6PF18	A1ZB08
Q08AD1	A1ZAU8
Q9P1Y5	A1ZAU8
Q5T5Y3	A1ZAU8
Q9Y2K6	Q7JW61
Q8TEY7	Q7JW61
Q9Y490	Q9VSL8
Q9Y4G6	Q9VSL8
O00472	Q9VW51
P55199	Q9VW51
Q9HB65	Q9VW51
Q70EK9	Q9VVR1
A6NNY8	Q9VVR1
Q9UPT9	Q9VVR1
P35580	Q99323
Q7Z406	Q99323
P35749	Q99323
P35579	Q99323
Q70JA7	Q7KUZ9
Q86X52	Q7KUZ9
Q14738	Q8IN89
Q13362	Q8IN89
Q8N8R7	Q5LJQ3
P0DKL9	Q5LJQ3
Q96DN6	A0A0B4KHZ2
Q9P267	A0A0B4KHZ2
Q96HD1	Q9VPJ0
Q6UXH1	Q9VPJ0
O14627	P09085
