X6R8D5	A0A8V1AC92
Q8N4L2	A0A8V0Y396
Q8N4M1	A0A8V0ZFF4
Q8N4N3	A0A8V0Y1D4
Q8N4P3	A0A8V0X4C9
Q8N4P6	A0A8V1AFY7
Q8N4Q0	A0A8V0X9H6
Q8N4Q1	A0A8V0ZPI7
Q8N4S0	A0A8V0Y1N1
Q8N4S9	A0A8V0Y5U6
Q8N4T0	A0A8V0XC63
Q8N4T4	F1NHV7
Q8N4T8	A0A8V0XZX3
Q8N4U5	A0A8V0YF55
Q8N4V1	A0A8V0YWQ1
Q8N4V2	A0A1D5NXA5
Q8N4W6	A0A8V0ZRD2
Q8N4X5	A0A8V0ZHZ4
Q8N4Y2	A0A8V0ZRF4
Q8N511	A0A8V1ANL7
Q8N539	A0A8V1AH48
Q8N543	F1NBM0
Q8N554	F1NLX3
Q8N556	Q90738
Q8N565	A0A8V0YFN1
Q8N567	A0A8V0XZQ3
Q8N568	A0A1D5PMG2
Q8N573	A0A8V0YI40
Q8N584	A0A8V0XF49
Q8N594	A0A8V1A2S0
Q8N5A5	A0A8V1A871
Q8N5B7	A0A8V0ZL85
Q8N5C1	Q5F482
Q8N5C6	A0A8V0YZG8
Q8N5C7	A0A3Q2U7Z9
Q8N5C8	E1BU29
Q8N5D0	A0A3Q2UEB8
Q8N5G0	A0A8V0Y6S2
Q8N5G2	A0A8V0YSS9
Q8N5H7	A0A8V1AM75
Q8N5I2	A0A8V1AFC8
Q8N5I4	A0A8V0X591
Q8N5I9	A0A8V0YE88
Q8N5J4	A0A8V0Y424
Q8N5K1	A0A8V0YYL6
Q8N5L8	A0A8V0Y2F2
Q8N5M1	E1BUZ7
Q8N5M9	A0A1D5P4Q8
Q8N5N7	Q5ZLC1
Q8N5R6	A0A8V0ZH18
Q8N5S3	A0A8V0YYN5
Q8N5S9	A0A8V1AMQ2
Q8N5T2	A0A8V0YEM4
Q8N5U1	A0A8V0ZD10
Q8N5U6	A0A8V0ZTB6
Q8N5V2	A0A8V0ZQH2
Q8N5W9	A0A8V1AKR1
Q8N5X7	F7BFT4
Q8N5Y2	A0A1D5PS75
Q8N5Y8	A0A8V0Z4H7
Q8N5Z0	A0A8V0Y225
Q8N5Z5	A0A8V0YI56
Q8N608	A0A8V0ZD29
Q8N612	A0A8V0XC00
Q8N614	A0A8V0YX60
Q8N635	A0A8V0Z8R4
Q8N653	A0A1D5P134
Q8N668	A0A8V0YX63
Q8N680	Q5ZIY9
Q8N682	A0A8V0YD67
Q8N684	A0A8V0Z5S4
Q8N695	F1P5L0
Q8N697	A0A8V0ZFZ8
Q8N699	F1NWT7
Q8N6D2	E1BZ35
Q8N6D5	A0A8V0XNQ1
Q8N6F1	A0A3Q3A4L0
Q8N6F8	A0A8V1AMY9
Q8N6G5	E1C2T4
Q8N6G6	A0A8V0YUG1
Q8N6H7	A0A1D5PQF9
Q8N6I4	Q5ZLR7
Q8N6K7	A0A8V0XMH0
Q8N6L7	A0A3Q2UFT5
Q8N6M0	Q5ZIP6
Q8N6M3	A0A8V0ZMJ3
Q8N6M6	A0A8V0Y8W1
Q8N6N3	A0A8V0ZLM2
Q8N6N6	Q5ZJI6
Q8N6N7	A0A8V0XB22
Q8N6P7	E1BRV0
Q8N6Q8	A0A8V0Y5K3
Q8N6R0	A0A8V0YTM9
Q8N6S4	A0A8V0ZXI8
Q8N6T3	A0A8V0ZYJ0
Q8N6T7	F1P0C4
Q8N6U8	A0A8V0XHG5
Q8N6V9	A0A8V0ZV69
Q8N6W0	A0A8V1A7D5
Q8N6Y0	A0A8V1A9L8
Q8N6Y1	F1NY34
Q8N6Y2	A0A8V0Y2P2
Q8N729	A0A172PWX7
Q8N755	A0A8V0XGR6
Q8N7A1	A0A1L1RN40
Q8N7B1	A0A3Q2UIW9
Q8N7B6	A0A8V0Y4U3
Q8N7B9	A0A8V0ZQR3
Q8N7C0	A0A8V0YEC0
Q8N7H5	A0A8V0XVQ2
Q8N7M0	A0A8V0ZZ12
Q8N7P1	E1C1H9
Q8N7U6	A0A8V0XCM0
Q8N7W2	E1C1C9
Q8N7X0	A0A8V0XL09
Q8N7Z5	A0A8V0Y3A1
Q8N806	Q5ZMN4
Q8N807	A0A8V0YVN5
Q8N815	A0A8V0ZPY5
Q8N865	A0A8V0XAQ4
Q8N884	A0A8V0X930
Q8N895	A0A8V0Y792
Q8N8A6	A0A8V1A5D6
Q8N8B7	A0A8V0XFZ6
Q8N8D1	A0A8V0Z1W3
Q8N8D7	A0A8V0XFM4
Q8N8E2	A0A8V0XVE9
Q8N8E3	A0A8V1AIS9
Q8N8F6	E1C864
Q8N8F7	A0A8V0X9X1
Q8N8G2	A0A8V0Y957
Q8N8I0	A0A8V0Y0R6
Q8N8J7	A0A8V0XFW5
Q8N8K9	A0A8V0XJR6
Q8N8L6	F1NST2
Q8N8N0	E1C2W7
Q8N8N7	A0A8V0Z902
Q8N8Q3	A0A8V1AJD6
Q8N8Q8	A0A8V0XPA3
Q8N8Q9	F1NBX2
Q8N8R3	A0A8V0YQJ0
Q8N8R5	A0A8V1A295
Q8N8R7	F1NIP8
Q8N8S7	A0A8V0YWC2
Q8N8U2	A0A8V0XU33
Q8N8U9	Q643S1
Q8N8V4	E1C7N0
Q8N8W4	A0A8V1A0Q9
Q8N8X9	A0A8V1A2Q3
Q8N8Z6	A0A8V0YFB9
Q8N944	A0A8V1A4C9
Q8N954	A0A8V0Y0L0
Q8N957	A0A8V1AMR8
Q8N960	A0A8V0X509
Q8N961	A0A8V1A830
Q8N966	A0A8V0XMA1
Q8N967	A0A8V0YUW0
Q8N983	A0A8V0Z6E3
Q8N987	A0A8V0Y7T3
Q8N998	A0A1L1RQX0
Q8N999	A0A1L1RLE3
Q8N9A8	A0A8V0ZVU7
Q8N9B4	A0A8V0XZW7
Q8N9B5	A0A8V0YEX6
Q8N9B8	A0A3Q3ADN1
Q8N9F0	A0A8V0YVJ4
Q8N9H8	A0A8V1AE11
Q8N9I0	A0A8V1A869
Q8N9I5	A0A8V1APS0
Q8N9L1	A0A8V0YZD2
Q8N9M1	A0A8V0Y694
Q8N9N2	A0A8V0ZL86
Q8N9N5	A0A8V0Y3J7
Q8N9N7	A0A8V0ZA54
Q8N9N8	Q6K1L7
Q8N9R8	E1BQX2
Q8N9U0	A0A8V0YYB4
Q8N9V7	A0A8V0Z1P5
Q8N9W6	A0A8V0YRE8
Q8N9W8	A0A8V0ZBH3
Q8N9Y4	A0A8V0YSG0
Q8N9Z2	A0A8V0Y0Z1
Q8NA03	A0A8V0ZNF3
Q8NA23	A0A8V1AIE7
Q8NA31	A0A8V0XWR5
Q8NA47	A0A8V0ZYL4
Q8NA54	A0A8V0XCN0
Q8NA56	A0A8V0XYP0
Q8NA57	A0A8V0YAN0
Q8NA58	A0A8V0XJQ4
Q8NA61	A1KXM5
Q8NA72	A0A8V0Y2K8
Q8NAA5	A0A8V1ALM7
Q8NAB2	R4GMH9
Q8NAC3	A0A8V0ZAM0
Q8NAG6	A0A8V1A9M9
Q8NAN2	A0A8V0ZVC0
Q8NAP3	A0A8V0ZSI2
Q8NAP8	A0A3Q2UAZ3
Q8NAT1	Q5NDE8
Q8NAT2	A0A8V0Y8S9
Q8NAU1	A0A8V0YW16
Q8NAV1	E1C6A8
Q8NAX2	F1NE75
Q8NB12	A0A8V0YN64
Q8NB14	A0A1D5P874
Q8NB15	A0A8V0ZW74
Q8NB16	E1C6F2
Q8NB25	A0A8V0YQM0
Q8NB37	A0A8V0ZLV0
Q8NB49	A0A8V0YUZ4
Q8NB59	A0A8V0Z826
Q8NB66	A0A8V0ZSY8
Q8NB78	A0A8V0XYI2
Q8NB90	A0A8V0XJV9
Q8NB91	A0A8V0X9C3
Q8NBA8	F1P3Y8
Q8NBD8	Q5F3L7
Q8NBE8	A0A8V0ZNI2
Q8NBF1	A0A8V1A9J5
Q8NBF6	A0A8V0ZAB7
Q8NBH2	A0A1L1RZ57
Q8NBI2	A0A8V0Z5B1
Q8NBI5	A0A8V1A0T0
Q8NBI6	A0A3Q2TS11
Q8NBJ4	A0A8V0XUQ5
Q8NBJ5	A0A8V1AI52
Q8NBJ9	A0A8V0ZR79
Q8NBK3	A0A8V0ZF48
Q8NBL1	A0A8V0XUP7
Q8NBM8	A0A8V0YEK9
Q8NBN3	A0A8V0Z9L2
Q8NBP0	A0A3Q2TRU5
Q8NBP5	A0A8V0YPT1
Q8NBP7	A0A8V0ZRU9
Q8NBQ7	A0A8V0XEI9
Q8NBR6	F6VFQ9
Q8NBS3	A0A8V0ZBH9
Q8NBS9	A0A8V0Y726
Q8NBT0	A0A8V1AH04
Q8NBU5	F1NT80
Q8NBV4	A0A8V1AFC1
Q8NBW4	A0A8V0YMT2
Q8NBX0	A0A8V0XZS5
Q8NBZ7	E1BV28
Q8NC06	A0A8V0ZY99
Q8NC24	A0A8V0YBC6
Q8NC42	A0A8V0YSS6
Q8NC44	A0A8V0ZJY0
Q8NC51	A0A8V1A031
Q8NC54	A0A8V0Z0J6
Q8NC56	A0A8V1AFN1
Q8NC60	A0A8V0XL92
Q8NC67	A0A3Q2TVY9
Q8NC69	A0A8V0ZG70
Q8NC74	A0A8V0ZR01
Q8NC96	A0A8V1A2C4
Q8NCC3	A0A8V0ZSC5
Q8NCD3	A0A8V0XIP6
Q8NCE2	F1P4J6
Q8NCG7	A0A8V0ZG82
Q8NCH0	A0A8V0ZTL5
Q8NCJ5	A0A8V0ZYR3
Q8NCL4	A0A8V0ZY16
Q8NCL8	A0A8V1A9Q4
Q8NCL9	A0A8V0YIB9
Q8NCM2	A0A8V0Z394
Q8NCM8	A0A8V0XK27
Q8NCN2	A0A8V1ALG4
Q8NCN4	A0A8V0X3U0
Q8NCN5	F1NG59
Q8NCP5	E1BQ46
Q8NCQ5	A0A8V0X553
Q8NCR0	A0A8V0Y610
Q8NCR6	A0A8V0Y8P9
Q8NCR9	A0A8V0XDT3
Q8NCS4	A0A8V0YM46
Q8NCS7	A0A3Q3AVJ7
Q8NCT1	A0A8V0Z135
Q8NCT3	A0A8V0Z1J9
Q8NCU4	A0A8V0XVT0
Q8NCW5	A0A8V1AJ89
Q8NCW6	A0A8V1A2F4
Q8NCY6	E1C0N5
Q8ND04	A0A8V1AQ98
Q8ND24	A0A8V0ZTZ3
Q8ND25	A0A8V0ZW26
Q8ND30	A0A8V0ZQS0
Q8ND56	A0A8V0Y0U5
Q8ND76	A0A8V0XP97
Q8ND83	A0A8V0X3Q6
Q8NDA8	A0A8V0YAY2
Q8NDB2	A0A8V0XHD6
Q8NDC0	A0A8V0Z6Z6
Q8NDC4	Q5ZK06
Q8NDD1	A0A8V0XYU2
Q8NDF8	A0A1D5PH78
Q8NDG6	A0A8V0YUG9
Q8NDH3	F1NSZ4
Q8NDI1	A0A8V0YYG4
Q8NDL9	A0A8V0Y4D6
Q8NDM7	A0A8V0ZJ93
Q8NDT2	A0A8V1A818
Q8NDV1	A0A8V0ZT37
Q8NDV2	A0A8V0XD30
Q8NDV3	F1NX72
Q8NDV7	A0A8V0Z268
Q8NDX2	A0A8V0YA39
Q8NDX5	A0A8V0YX89
Q8NDX6	A0A8V0ZT78
Q8NDY6	Q71T10
Q8NDY8	A0A8V0Z5W8
Q8NDZ0	A0A8V0X9B2
Q8NDZ2	A0A8V0YP11
Q8NDZ4	A0A8V0YUG6
Q8NDZ6	A0A8V0XRU2
Q8NE09	A0A8V0Y907
Q8NE18	A0A8V0YT63
Q8NE22	A0A8V0YHJ5
Q8NE28	A0A8V1AFS4
Q8NE31	A0A8V0Y438
Q8NE35	A0A8V0ZD11
Q8NE62	A0A8V1ADH7
Q8NE86	A0A8V0ZQG9
Q8NEA6	A0A8V0Y454
Q8NEB5	A0A1L1RIW4
Q8NEB7	A0A8V0ZRI2
Q8NEB9	A0A3Q2UDQ7
Q8NEC7	A0A8V0XPU6
Q8NEE6	A0A8V0YB39
Q8NEE8	A0A8V1AC79
Q8NEF3	A0A8V0X6W8
Q8NEF9	A0A8V0X7V0
Q8NEG2	A0A8V0X0I2
Q8NEG4	A0A8V0YQJ3
Q8NEG7	A0A8V0XV55
Q8NEH6	A0A8V0ZU07
Q8NEJ9	A0A8V0XM85
Q8NEL9	A0A8V0YYF2
Q8NEM0	A0A8V0XBT3
Q8NEM2	A0A8V0ZUM9
Q8NEN0	A0A8V0YNF8
Q8NEN9	A0A8V0ZPH0
Q8NEP3	A0A8V1A3M6
Q8NER1	F1NJH8
Q8NER5	A0A3Q2TUT8
Q8NES3	O12971
Q8NET5	A0A3Q3ASC7
Q8NET8	A0A8V1ANN1
Q8NEU8	A0A8V0YBR8
Q8NEV4	A0A8V0XU71
Q8NEV8	A0A8V0XR69
Q8NEW0	Q5MNV6
Q8NEW7	A0A8V0ZVL9
Q8NEY1	A0A8V1AD28
Q8NEY3	A0A8V0XKH1
Q8NEY4	A0A8V0XGD7
Q8NEY8	A0A1D5NZJ2
Q8NEZ2	A0A8V0YUI9
Q8NEZ3	A0A8V0YEQ1
Q8NEZ4	A0A8V1AA15
Q8NEZ5	A0A8V0ZW09
Q8NF37	A0A8V0XY23
Q8NF50	A0A8V0Y442
Q8NF64	A0A8V0Z0L7
Q8NF91	A0A8V0XMZ4
Q8NFA0	A0A8V1AGD6
Q8NFA2	A0A8V0Z8E1
Q8NFB2	A0A8V0YIK8
Q8NFD2	A0A8V1A378
Q8NFD5	A0A8V0XLF1
Q8NFF2	A0A8V0YS99
Q8NFF5	A0A8V1AB50
Q8NFG4	E1BQH1
Q8NFH3	E1C370
Q8NFH4	A0A8V0YCU0
Q8NFH5	A0A8V0Y885
Q8NFH8	A0A8V0XG46
Q8NFJ5	A0A8V0Y355
Q8NFJ8	Q71T09
Q8NFL0	A0A8V0YSJ1
Q8NFN8	A0A8V1A8Y6
Q8NFP9	A0A8V0XSV2
Q8NFQ5	A0A8V0YSC2
Q8NFQ6	A0A8V0YZ43
Q8NFR3	A0A8V0X189
Q8NFR7	A0A8V0Y7Z5
Q8NFT2	E1BTX2
Q8NFT6	A0A8V0ZZV2
Q8NFT8	A0A8V1A115
Q8NFU0	A0A8V0ZYU3
Q8NFU5	A0A8V0Y8Z7
Q8NFU7	A0A8V0ZYW0
Q8NFV4	A0A8V1AE25
Q8NFW1	A0A8V0Y3V0
Q8NFW5	F1NEA7
Q8NFW8	A0A8V0YDW2
Q8NFW9	A0A8V0Z0M6
Q8NFX7	A0A8V0XMK1
Q8NFY4	A0A1D5PMF8
Q8NFY9	A0A1D5PX74
Q8NFZ5	A0A1D5NW22
Q8NG08	A0A8V0YG75
Q8NG11	F1NYP2
Q8NG31	A0A8V0ZUL4
Q8NG41	A0A172PWX8
Q8NG48	A0A8V0Z238
Q8NG66	A0A8V0Z807
Q8NG68	A0A8V0Z8P0
Q8NGK3	A0A8V0XKY6
Q8NH08	A0A8V0ZYT0
Q8NH73	A0A8V1AKC2
Q8NHG7	A0A8V0ZRX0
Q8NHG8	A0A8V0YYC5
Q8NHH1	A0A8V1AA83
Q8NHH9	A0A8V0YZF6
Q8NHM5	A0A8V1A6W0
Q8NHP6	A0A8V0X9A6
Q8NHP7	A0A8V0ZVN0
Q8NHP8	F1P0Z3
Q8NHQ1	A0A8V0ZE02
Q8NHQ8	A0A3Q2U9R7
Q8NHR7	A0A8V0ZMC9
Q8NHR9	A0A8V0Y7E9
Q8NHS3	A0A8V0Y2G4
Q8NHS9	A0A8V1AKK4
Q8NHU2	A0A8V0ZCH9
Q8NHU3	F1NLG9
Q8NHV4	A0A8V0YKA0
Q8NHV5	A0A8V0Z3N5
Q8NHW6	A0A8V1A3L8
Q8NHX9	A0A8V1AA60
Q8NHY2	A0A8V0Y0R5
Q8NHY3	A0A8V1AE74
Q8NHZ8	A0A3Q2UD09
Q8NI17	A0A1D5PX54
Q8NI22	Q5ZJB5
Q8NI27	A0A8V0YJR6
Q8NI32	R4GHW2
Q8NI35	A0A8V0ZY25
Q8NI36	A0A8V0YDD9
Q8NI37	A0A8V1A8D0
Q8NI60	F1NGM2
Q8NI77	A0A8V0ZVH1
Q8TA86	A0A8V0Z3H3
Q8TAA5	A0A8V0YJD8
Q8TAA9	A0A8V1A2W4
Q8TAB3	A0A8V0YZW6
Q8TAB5	A0A8V0YQP5
Q8TAC1	A0A8V0YC38
Q8TAC9	A0A8V0ZXM8
Q8TAD2	A0A8V0XI19
Q8TAD8	A0A8V0YWQ4
Q8TAE6	A0A1D5PUM3
Q8TAE7	A0A8V0ZD61
Q8TAE8	A0A8V0XK47
Q8TAF3	Q5F3K4
Q8TAF8	Q7ZZL8
Q8TAG5	A0A8V0XW70
Q8TAG6	A0A8V0XHD5
Q8TAG9	A0A8V0Z432
Q8TAL6	E1BX99
Q8TAM1	A0A8V0YE07
Q8TAM2	A0A8V0ZBY3
Q8TAM6	A0A8V0YE80
Q8TAP4	A0A3Q2UHT2
Q8TAP6	A0A8V0X4J2
Q8TAP9	A0A8V0YX85
Q8TAQ2	A0A8V1A2V3
Q8TAS1	A0A3Q2TV19
Q8TAT5	A0A8V0XH96
Q8TAT6	A0A8V1ADC7
Q8TAU0	A0A8V0Z5R4
Q8TAV0	Q5ZJ65
Q8TAV4	A0A8V0X780
Q8TAX0	A0A3Q3ATU9
Q8TAY7	A0A8V0YXH8
Q8TB05	A0A8V0YXE3
Q8TB22	A0A8V1ALD0
Q8TB24	A0A8V0YYW2
Q8TB36	A0A1D5NWZ6
Q8TB37	A0A8V0XQ81
Q8TB45	A0A1D5PL02
Q8TB52	A0A8V0XGI2
Q8TB61	A0A8V0ZAQ1
Q8TB68	A0A8V0XV12
Q8TB72	A0A8V0XR72
Q8TB73	A0A8V0XTQ5
Q8TB92	A0A8V0XBA4
Q8TB96	A0A8V0ZX24
Q8TBA6	A0A8V0YTZ0
Q8TBB1	F1NVY8
Q8TBB5	A0A8V0XWU6
Q8TBB6	A0A8V0Z2A4
Q8TBC4	A0A8V0ZJ11
Q8TBE0	A0A8V0ZVL8
Q8TBE1	A0A8V0YPM8
Q8TBE3	A0A8V0YQX1
Q8TBE7	Q5ZJZ4
Q8TBE9	A0A8V0XSR2
Q8TBF4	A0A8V0XAA9
Q8TBF5	A0A8V0ZZN8
Q8TBF8	A0A8V0ZXT3
Q8TBG4	A0A8V0XN22
Q8TBG9	A0A8V0ZHP4
Q8TBH0	A0A8V1ADF9
Q8TBJ4	F1N9B6
Q8TBJ5	F1NBB1
Q8TBK6	A0A8V0YFF7
Q8TBM7	A0A8V0XZ29
Q8TBM8	A0A8V0XGD4
Q8TBN0	A0A8V1A7C2
Q8TBP0	A0A8V1ALK4
Q8TBP5	A0A8V0YEW3
Q8TBP6	A0A8V0XGD3
Q8TBQ9	Q5ZII6
Q8TBR7	A0A8V1AQ49
Q8TBX8	A0A8V0ZWL6
Q8TBY0	A0A8V0YQQ0
Q8TBZ0	A0A8V0YSG5
Q8TBZ2	A0A8V1AN43
Q8TBZ3	A0A8V0YZW7
Q8TBZ6	A0A8V0XDS9
Q8TBZ9	A0A8V0ZCD0
Q8TC07	A0A8V0YAM9
Q8TC26	A0A8V0Z3X8
Q8TC29	A0A8V0XEW6
Q8TC41	A0A8V0XEI3
Q8TC44	A0A8V0YD61
Q8TC57	A0A8V0XN48
Q8TC76	A0A1D5NWR5
Q8TC92	E1BXD5
Q8TCA0	A0A8V0ZEN9
Q8TCB7	A0A8V0YYD4
Q8TCC3	A0A8V0YV75
Q8TCD1	A0A8V0YA13
Q8TCD6	A0A8V0ZVV7
Q8TCF1	A0A1D5PDC2
Q8TCJ0	A0A1L1RPL7
Q8TCJ2	E1BTD5
Q8TCN5	A0A8V0ZYV7
Q8TCQ1	A0A8V0Y382
Q8TCS8	A0A1D5NZ09
Q8TCT0	A0A8V0Y3F3
Q8TCT6	A0A8V0ZSW7
Q8TCT8	A0A8V0YZU6
Q8TCT9	A0A8V0YPC3
Q8TCU3	A0A1D5PVL1
Q8TCU4	A0A8V0ZBZ5
Q8TCU5	A0A8V0XS88
Q8TCU6	A0A8V0ZX63
Q8TCW7	A0A8V0XHJ1
Q8TCX1	A0A8V0ZKC9
Q8TCX5	A0A8V0XXU6
Q8TCZ2	A0A8V0Y4S7
Q8TD06	A0A8V0XJQ9
Q8TD08	A0A8V0XXB8
Q8TD10	A0A8V0XQM0
Q8TD16	E1C2N3
Q8TD19	A0A8V0XKG0
Q8TD20	A0A8V0XWI6
Q8TD22	A0A8V0ZCU5
Q8TD26	A0A8V0ZSJ1
Q8TD30	A0A1D5PND8
Q8TD55	A0A8V0ZAA0
Q8TD57	A0A8V0Z6B9
Q8TDB4	A0A8V0Y0I9
Q8TDB6	A0A8V0ZF21
Q8TDD1	A0A8V0ZFN9
Q8TDD5	A0A8V0ZM21
Q8TDF5	A0A3Q2U2R7
Q8TDG4	A0A8V0XG98
Q8TDH9	Q5ZK77
Q8TDI0	A0A8V0ZHE4
Q8TDI7	A0A8V0YTZ8
Q8TDJ6	A0A8V0ZR44
Q8TDM6	A0A8V0ZNH6
Q8TDN1	E1BQU8
Q8TDN2	A0A8V0YCX9
Q8TDN4	A0A8V0XLQ6
Q8TDN6	F1NSS7
Q8TDN7	A0A8V1AJC8
Q8TDP1	A0A8V0X7W0
Q8TDQ7	A0A8V0YL49
Q8TDR0	A0A8V0YQR1
Q8TDR2	A0A3Q3AAD7
Q8TDV2	A0A8V1A0Y7
Q8TDV5	A0A8V0X9A2
Q8TDW0	A0A8V0ZQB4
Q8TDW5	F1NUG3
Q8TDW7	A0A8V0XZB0
Q8TDX5	A0A8V0ZBE8
Q8TDX6	F1NB01
Q8TDX7	A0A8V0Y9D6
Q8TDY2	E1C330
Q8TDY4	A0A8V0YPZ5
Q8TDY8	A0A8V0Z4L9
Q8TE12	A0A8V0Y793
Q8TE49	A0A8V0ZUC8
Q8TE54	A0A8V0YGT0
Q8TE56	A0A8V0ZF78
Q8TE58	E1BX45
Q8TE59	E1C0E3
Q8TE60	A0A8V0XVN5
Q8TE67	A0A8V1AFP0
Q8TE73	A0A8V0X826
Q8TE77	A0A8V0ZU36
Q8TE82	F1NC54
Q8TE85	A0A1D5PGS7
Q8TE99	A0A8V0ZXA9
Q8TEA1	A0A8V0XU05
Q8TEA8	A0A8V0Z0P4
Q8TEB1	A0A8V0XHK9
Q8TEB7	A0A8V0YGH2
Q8TEB9	A0A8V0ZX76
Q8TEC5	A0A1L1RP76
Q8TED1	R4GGB2
Q8TED9	A0A8V0Y651
Q8TEH3	A0A8V1A8C2
Q8TEJ3	A0A8V0YM49
Q8TEK3	A0A8V1A616
Q8TEL6	Q5ZKM6
Q8TEM1	A0A8V1A6M1
Q8TEP8	A0A8V0X4K7
Q8TEQ0	A0A8V0ZCM8
Q8TEQ6	A0A8V0YL91
Q8TEQ8	A0A8V0Y584
Q8TER0	A0A8V1A524
Q8TET4	A0A8V0Z9N2
Q8TEU7	A0A8V0YWD7
Q8TEU8	E1C6W9
Q8TEV9	A0A8V0ZA77
Q8TEW0	A0A8V0XPY7
Q8TEW6	A0A8V0ZUU7
Q8TEW8	A0A8V0ZM16
Q8TEX9	A0A8V0XBM8
Q8TEY7	A0A8V0ZQA0
Q8TEZ7	A0A8V0XZ85
Q8TF01	A0A8V0XJC7
Q8TF05	A0A8V0XCW9
Q8TF09	A0A8V0XPQ1
Q8TF17	A0A8V0YM04
Q8TF21	A0A8V1AAK0
Q8TF30	A0A8V0YVR2
Q8TF40	Q5W4S4
Q8TF42	A0A8V1ABG4
Q8TF44	A0A8V1ADJ4
Q8TF46	A0A8V0Z3V0
Q8TF61	A0A8V0Z656
Q8TF65	A0A8V0ZP76
Q8TF66	A0A8V0YPS3
Q8TF68	Q5ZM27
Q8TF71	A0A142EGP8
Q8TF72	A0A8V0XLA1
Q8TF74	A0A1D5PJQ6
Q8TF76	A0A8V1AM12
Q8WTP8	A0A8V0YMC8
Q8WTQ7	E1C4P5
Q8WTR2	A0A8V0YC26
Q8WTS1	A0A8V0YVM2
Q8WTS6	A0A8V0Y4K0
Q8WTT2	A0A8V0Z576
Q8WTU2	A0A8V1AKJ4
Q8WTV0	A0A3Q2TTF7
Q8WTW3	A0A8V1ANV8
Q8WTX7	A0A8V0X2I1
Q8WTX9	A0A8V0ZZH0
Q8WU08	A0A8V0YMB3
Q8WU10	A0A8V0YNN2
Q8WU17	A0A8V0XYL7
Q8WU20	E1C021
Q8WU39	A0A8V0XSZ9
Q8WU58	A0A8V1AIU6
Q8WU66	A0A8V1A3E9
Q8WU67	F1NTP8
Q8WU76	A0A1D5NZ00
Q8WU79	Q5F413
Q8WUA2	A0A8V0XUB5
Q8WUA4	A0A8V0YA05
Q8WUA7	A0A8V0XXG0
Q8WUB8	A0A1D5NX83
Q8WUD4	A0A8V1A614
Q8WUF8	Q5ZK44
Q8WUH1	Q9DFZ3
Q8WUH2	A0A8V0YJ42
Q8WUI4	A0A8V0ZSG8
Q8WUJ0	A0A3Q2U9J8
Q8WUJ1	A0A8V1AKK6
Q8WUJ3	A0A8V0ZAA3
Q8WUK0	A0A8V0ZND8
Q8WUM0	A0A8V0Y4X5
Q8WUM4	Q5ZJ70
Q8WUM9	A0A8V0YZH3
Q8WUN7	A0A1D5P5V6
Q8WUP2	A0A8V0YPX4
Q8WUQ7	A0A8V1A7E7
Q8WUR7	A0A8V0YYP1
Q8WUS8	A0A8V0Y0K1
Q8WUT4	A0A8V0Z6Z2
Q8WUT9	A0A8V0YK56
Q8WUU5	F1P024
Q8WUU8	A0A8V0YKI0
Q8WUY3	A0A8V0YRE5
Q8WV07	A0A8V1A7V8
Q8WV15	A0A1D5PFG6
Q8WV16	A0A8V0ZMZ7
Q8WV19	A0A8V0XTJ6
Q8WV22	A0A8V0Z0A7
Q8WV24	A0A8V0YNC7
Q8WV41	A0A1D5PC37
Q8WV44	A0A8V0XI98
Q8WV48	A0A8V0YJG8
Q8WV60	A0A8V0Y5F4
Q8WV74	A0A8V0ZT67
Q8WV83	F1NEN4
Q8WV92	A0A8V0YTC1
Q8WV93	A0A8V0YNR8
Q8WV99	A0A8V0ZK03
Q8WVB3	A0A8V1AAY6
Q8WVB6	A0A8V0Z6W8
Q8WVC0	A0A8V0ZMW2
Q8WVC6	A0A8V1ADV9
Q8WVD3	F1NC08
Q8WVD5	Q5ZM74
Q8WVE0	Q5ZKT6
Q8WVE6	A0A8V0YCS6
Q8WVE7	Q5ZM31
Q8WVF1	A0A8V0Z6K3
Q8WVF5	E1BXC9
Q8WVH0	R4GI13
Q8WVI0	A0A1D5P063
Q8WVI7	A0A8V0ZN53
Q8WVJ2	A0A8V0Y779
Q8WVJ9	Q9YH69
Q8WVK2	A0A8V0ZAW6
Q8WVK7	A0A8V1AMR7
Q8WVL7	A0A8V0Y2W4
Q8WVM0	A0A8V0XT10
Q8WVM7	A0A8V0ZQ05
Q8WVM8	A0A8V0XM02
Q8WVN8	A0A8V1A3J4
Q8WVP7	Q7ZUA6
Q8WVQ1	A0A8V1AMW1
Q8WVS4	F1NVZ6
Q8WVT3	A0A8V0XFJ5
Q8WVV4	A0A8V0Z5M6
Q8WVV9	F1P0T4
Q8WVX3	A0A8V0XV54
Q8WVY7	Q5ZJJ8
Q8WW01	A0A8V0YIN1
Q8WW12	A0A8V0XP59
Q8WW22	A0A8V1A4B0
Q8WW24	E1C2N5
Q8WW27	A0A8V0YIF0
Q8WW33	A0A8V1A9P9
Q8WW35	A0A8V0YWZ3
Q8WW38	A0A1D5PTA6
Q8WW62	A0A8V0Y591
Q8WWA1	A0A8V1A5J9
Q8WWB3	A0A8V0Y918
Q8WWB5	A0A8V1A1N0
Q8WWB7	A0A8V1AHX4
Q8WWC4	A0A8V0ZXE8
Q8WWF8	A0A8V0YFS3
Q8WWG1	A0A8V0ZY13
Q8WWG9	A0A8V1A955
