A0PK11	A0A2I3RH01
Q8IUQ0	H2QW80
Q9NZZ3	H2QX51
O15062	H2QXA0
Q9NSA2	H2QYK7
O60258	H2R1J0
Q9HCH5	H2R2J0
Q99543	H2R517
Q969E1	H2R5C9
Q6NUS6	H2R7I3
Q13523	H2R7N8
P18084	H2R828
Q9BQI5	H2R904
Q86UA6	H2R9T9
Q86SQ0	H2RB91
Q03013	H2RDF8
Q15035	H2RFU8
P62256	H2RHJ8
Q9Y6N1	K7A1T8
Q13145	K7AAP2
Q9UNP4	K7AGV5
O43805	K7BD78
O75676	K7BI90
Q9UL03	K7BLZ3
Q9H0E3	K7C519
Q8IZL9	K7CGC1
Q6UWL2	K7CU46
Q8NCL8	K7CUH0
O60341	K7CVS3
Q96RV3	K7D0I2
Q8WYP3	K7D8D8
Q9Y5G2	Q5DRA9
Q9Y5G3	Q5DRB0
P0DP58	Q5IS42
P07437	Q7JJU6
P13489	Q8HZP9
Q5T7R7	A0A2I3RL24
P43004	A0A2I3RPT6
Q96QS1	A0A2I3RWK2
Q6ZTZ1	A0A2I3RXI0
A0A0A0MS01	A0A2I3RXX8
Q496A3	A0A2I3SK49
Q8N983	A0A2I3T008
P32455	A0A2I3T477
Q8TBG9	A0A2I3T4X5
A2A288	A0A2I3T542
A6NN90	A0A2I3TGV4
P01562	A0A2I3TKL7
P07947	A0A2I3TMT4
Q01581	A0A2I3TUA8
P15391	A0A2J8IJS0
Q8NHW6	A0A2J8IYH0
P19075	A0A2J8K4G8
O60248	A0A2J8KPH4
Q86YJ7	A0A2J8LIJ9
Q96EH5	A0A2J8M608
P10997	A0A2J8QRG2
Q8NEM8	A0A2J8QTK0
Q9H944	G2HII5
Q8NCS4	H2PYM0
Q5TAH2	H2Q0M6
O95841	H2Q0P0
P17026	H2Q1U7
O75364	H2Q2H1
O14933	H2Q3P2
Q86UU0	H2Q4W9
Q9BY84	H2Q5H0
P31276	H2Q629
O15078	H2Q6K6
P51587	H2Q7E2
Q8IZM9	H2Q8F1
P08185	H2Q8V1
Q9C002	H2Q9D3
Q9NZS9	H2QAM1
Q13227	H2QC31
Q9NVR0	H2QD08
Q92949	H2QDX6
Q8IU68	H2QDZ1
P78504	H2QJZ0
Q9H1D9	H2QK06
O00762	H2QKH0
Q9BR09	H2QKH5
O43526	H2QKS4
Q86WX3	H2QLQ8
O95625	H2QN13
Q9BS18	H2QNF0
Q5SZD1	H2QT54
O15400	H2QTR3
Q9UKV0	H2QU82
A9QM74	H2QUZ9
Q9H7X7	H2QV55
Q96H79	H2QVG6
O14798	H2QVV9
P30837	H2QXA8
Q8IWT6	H2QY01
Q5JT25	H2QYR3
Q01085	H2QZV4
Q9P2J2	H2R0B6
P51888	H2R1T6
Q4G0N7	H2R702
Q9H1C0	H2RGA1
P20702	K7A9I9
P34897	K7BCQ7
Q8TDW4	K7BGK7
Q9NYK5	K7BUD6
O75027	K7BWZ4
Q9H0A0	K7C0Y4
O14908	K7CA28
Q16342	K7CCL9
Q99683	K7CFQ9
Q96FH0	K7CG78
Q13547	K7D1J2
P58557	K7DAT9
O95757	K7DH58
P02144	P02145
Q14773	Q5NKT8
Q9NW61	A0A2I3RGE5
Q96NB1	A0A2I3RSV2
Q9Y493	A0A2I3RX86
Q99884	A0A2I3S0M2
Q8IYL9	A0A2I3S963
Q8TAT5	A0A2I3SBM0
A6NFD8	A0A2I3SDE4
A0A075B6W5	A0A2I3SMQ1
O43681	A0A2I3SP28
Q99612	A0A2I3SP65
Q9NTI7	A0A2I3T2Z4
Q9UBT6	A0A2I3T683
Q96EY8	A0A2I3T9X0
Q6P2H3	A0A2I3TB53
Q16540	A0A2I3TDS1
Q9UGF7	A0A2I3TEG8
Q96KN1	A0A2I3TNL0
Q16777	A0A2I3TSY0
O00294	A0A2I3TU70
Q6AWC2	A0A2I3TW81
P40121	A0A2J8L5H9
P51956	A0A2J8L8I7
P62979	A0A2J8N3B3
O95059	A0A2J8P7L9
Q6YN16	G2HIK2
Q9BSR8	G2HJJ1
P61968	H2PZC3
P53985	H2PZP3
Q9BRV8	H2PZQ8
Q96BA8	H2Q3H4
Q9UMQ3	H2Q542
Q9NPF2	H2Q6R6
Q13242	H2Q712
P58304	H2Q8L4
P36544	H2Q930
Q7Z6J6	H2Q9B7
Q96DP5	H2Q9L6
O60721	H2Q9M6
Q2NKJ3	H2QC75
P50221	H2QD53
O43639	H2QIH7
P48201	H2QJ08
Q6P1L5	H2QJ93
Q86X10	H2QKC3
Q15040	H2QLP0
Q9UH03	H2QLT3
Q9UNF0	H2QLU5
Q96AT1	H2QMF1
Q15008	H2QMW3
P08294	H2QPA4
P21815	H2QPV2
Q96NL6	H2QQ60
Q9H6L5	H2QQP2
Q9HD67	H2QQP3
Q8IV33	H2QR84
Q8IYX4	H2QRM7
Q96EL2	H2QUH6
Q9C0H5	H2QWX8
Q7L5A3	H2QX80
Q9Y3P4	H2R1Q5
Q8NDV7	H2R4F2
Q8NCI6	H2R4U7
Q8WZ75	H2R4W6
P61587	H2R6I3
P15812	H2R8J9
Q5SWW7	H2RFW2
Q9GZK4	H2RHE6
Q9UK17	H2RI65
Q8WVP7	K6ZBT3
P31629	K7AEI2
P51825	K7AL91
Q14765	K7B230
P60763	K7BEK6
Q969X5	K7BG26
Q8N1E6	K7BHJ2
Q8WTR4	K7BJ99
Q8TDM6	K7BTH1
Q96PE2	K7C3P6
Q14164	K7C5W4
O94808	K7C6M2
Q9BXB1	K7D663
Q9HCC9	K7D9W0
P61619	K7DSR5
P61769	P61770
A0A087X0M5	A0A2I3RKN7
Q8IY17	A0A2I3RQP5
Q9BWW8	A0A2I3RTW9
Q14554	A0A2I3RW76
P07101	A0A2I3S2U1
Q11201	A0A2I3S5I3
Q9BPW9	A0A2I3S741
Q05D32	A0A2I3SFF2
Q8IWE5	A0A2I3SLS9
A6NJV1	A0A2I3TEZ2
Q9BQ87	A0A2I3TFS8
Q15047	A0A2I3TGZ2
Q9BU23	A0A2I3THR3
Q8IUX4	A0A2I3TNB4
P39900	A0A2I3TQN8
Q02338	A0A2J8JNA8
A6NGH7	A0A2J8JSM1
Q6ZN57	A0A2J8JTT0
Q9UNX9	A0A2J8K225
Q9H2E6	A0A2J8LK23
Q6UW56	A0A2J8NKW3
O76001	A0A2J8NWV7
P49848	A0A2J8Q0L5
Q9NYS0	G2HF10
P49721	G2HHM9
A8K7I4	H2PZC1
Q8NHC4	H2Q0C8
Q5TZF3	H2Q0M7
Q92604	H2Q135
P25791	H2Q3E1
Q9UKW6	H2Q3E6
Q8NGQ2	H2Q3P5
Q8N3D4	H2Q436
Q9NR23	H2Q5C7
Q86Y01	H2Q6X2
Q13573	H2Q8Q1
Q96DC9	H2Q8U6
Q8TE49	H2Q929
Q6PHR2	H2Q9T2
Q15393	H2QBG5
Q6QAJ8	H2QCA5
Q4G0X9	H2QE08
O43688	H2QER7
Q6P161	H2QEZ7
Q8NHS1	H2QH01
Q6QHK4	H2QI28
Q9Y4H4	H2QSR3
Q8N3Z0	H2QTC3
O60260	H2QU08
O15123	H2QVQ1
P00966	H2QY18
Q00604	H2QYH7
P40879	H2QZW4
Q969S2	H2R3T6
Q96DL1	H2R4Y4
A6NFR6	H2R542
P08621	H2R5X1
Q53TS8	H2R691
Q6ZTI6	H2R722
Q05519	H2R8Z8
Q9H2U9	H2R9W0
Q9Y2L1	H2RA29
Q8TC94	H2RE37
Q9NXK6	H2RFA5
Q92903	H2RHA6
Q9HCU0	H2RIA1
Q8IZ21	K6ZC67
O43670	K7AAT6
Q9Y3D8	K7AEA7
Q14919	K7BRS8
P61601	K7D8S9
P50542	K7DAV3
P00797	P60016
Q9Y5F6	Q5DRA2
P60709	Q5R1X3
Q9NQS7	A0A2I3RBJ3
Q7Z3K3	A0A2I3RFH0
Q8TF61	A0A2I3RGV7
P52739	A0A2I3RGZ6
Q9HAU0	A0A2I3RHG6
Q92736	A0A2I3RIJ4
Q9Y6V0	A0A2I3RIW3
Q9NP08	A0A2I3RPW1
P31260	A0A2I3RR26
P62487	A0A2I3S7V7
Q969D9	A0A2I3SAB3
Q9H694	A0A2I3SD72
Q13402	A0A2I3SHH5
Q96HA8	A0A2I3SMX0
Q8IWY8	A0A2I3SW55
P12883	A0A2I3SXF0
A0A087WV62	A0A2I3T1C1
Q8N0V5	A0A2I3T6R9
Q5VU57	A0A2I3TGJ5
P58417	A0A2I3TGN7
Q02962	A0A2I3TPA8
O95837	A0A2I3TRC4
P51815	A0A2I3TU14
Q8IYB5	A0A2I3TUA9
Q00597	A0A2J8JHC3
P02747	A0A2J8K450
A6BM72	A0A2J8NR83
Q9H825	A0A2J8PQS2
Q8N6L1	H2Q070
Q6K0P9	H2Q0C5
Q13542	H2Q214
Q9H1J7	H2Q569
Q9ULW2	H2Q772
P35670	H2Q7L5
P56282	H2Q891
Q2KHN1	H2QAB6
P55286	H2QB90
Q8N5W9	H2QBS9
Q8IYN6	H2QDX7
Q6NSJ2	H2QGH5
Q9H930	H2QJK4
Q9BZK7	H2QNR9
Q8N5G0	H2QPB2
Q01959	H2QQL1
Q8N1W1	H2QR28
P33778	H2QSF6
Q96KF7	H2QTD4
O60493	H2QTI3
Q9UKT4	H2QTX7
Q96CG8	H2QWJ4
Q9UNF1	H2QYN8
Q9NWW0	H2QZK2
Q9BZM5	H2R0L5
Q86VZ2	H2R2L6
Q03591	H2R2V7
O43294	H2R4E5
Q9NV66	H2R594
Q05925	H2R6L3
Q6UXD1	H2R6P3
Q969E3	H2R7V2
P46663	H2R972
Q86VW2	H2RBT9
E0CX11	H2RE77
Q0VGL1	H2RGC5
Q969V6	K7AV58
Q9Y5Y5	K7AV99
Q9UL26	K7B671
Q6P6C2	K7BP83
O60304	K7CMW9
P58004	K7CUM5
Q02818	K7D2D3
Q6P5S7	K7D5Z9
Q8TB61	K7DG79
Q9H0F6	K7DSJ3
Q96DU9	P60049
Q9BZS1	S4UL99
Q9BU68	A0A2I3RAA8
Q92959	A0A2I3RCA4
Q9NWH9	A0A2I3RCN9
O15432	A0A2I3RI35
P78346	A0A2I3RQ09
P62987	A0A2I3RRD8
Q5TAX3	A0A2I3S1L7
Q96HR9	A0A2I3S703
P17706	A0A2I3S8J8
O14492	A0A2I3SA77
O43347	A0A2I3SD00
Q4LDG9	A0A2I3SIL2
Q7L622	A0A2I3SXX6
O15533	A0A2I3TJR3
P63173	A0A2J8KC40
Q9UF02	A0A2J8KKE8
P19961	A0A2J8MHT9
Q9Y2J0	A0A2J8MYG0
Q96LR7	A0A2J8NLW5
Q9UGF5	A0A2J8NWV2
Q9BPY8	A0A2J8PES5
P29622	A0A2J8QMM9
P78417	G2HEI1
Q02535	H2PYA7
Q5T8I3	H2PZJ1
Q86VZ5	H2Q1W8
Q8NDM7	H2Q2J6
Q12983	H2Q2S7
Q8N8R7	H2Q3C3
Q9NX20	H2Q3R6
O95864	H2Q3U8
Q8N1M1	H2Q6G1
Q96JW4	H2Q6R7
P05165	H2Q7R4
Q9HB14	H2Q8S1
Q07157	H2Q923
Q7Z699	H2Q949
Q96JC1	H2Q990
Q969T7	H2QD06
Q9NVS9	H2QDB2
Q5MNZ9	H2QDR0
P13994	H2QFI6
Q8N205	H2QG52
Q8N9M1	H2QGC3
Q9P2D3	H2QHR2
Q6IMI6	H2QII1
Q96AH0	H2QJ61
O43822	H2QL44
P13385	H2QMG9
Q9H819	H2QRL4
Q68DU8	H2QRP9
Q6R2W3	H2QSK4
P12872	H2QSU4
O15178	H2QU10
A4D1E1	H2QUW1
P62879	H2QV39
Q9H5K3	H2QW43
Q9HAE3	H2QW51
P52758	H2QWH5
Q6JVE5	H2QY76
P23141	H2R2Y7
Q9NUX5	H2R301
Q9UPY3	H2R458
Q9HBX9	H2R4E6
Q8N111	H2R5N9
Q9H9B1	H2R5Y8
Q5H8C1	H2R6S9
P51172	H2RAT4
Q9BQ39	H2REM2
O00257	H2RGA5
O94887	K7B3S8
Q8WUN7	K7B561
P25940	K7BN45
Q9C0B0	K7BR55
Q9NUL5	K7BTJ8
Q96QB1	K7BZB1
Q9HB63	K7C5Y1
Q13427	K7CCQ0
Q02318	K7CD19
Q14683	K7CY55
Q6ZTW0	K7D2S3
Q8IW41	A0A2I3RJG3
Q86V48	A0A2I3RPT2
A6NMU1	A0A2I3RYU4
P0DKB6	A0A2I3S6K3
A6NNN8	A0A2I3S875
Q99618	A0A2I3S8K2
Q9P265	A0A2I3SAS5
Q6ZRS2	A0A2I3SBF9
Q6XLA1	A0A2I3SG94
Q9UKJ0	A0A2I3SGF8
Q9H4A3	A0A2I3SGV4
Q92481	A0A2I3SKK4
Q9H9P8	A0A2I3SKZ1
Q9NTN3	A0A2I3SPT2
Q9BV29	A0A2I3T1D8
O15119	A0A2I3T7H8
Q9BV73	A0A2I3TDJ9
Q8N9Q2	A0A2I3TFD6
Q9BRV3	A0A2I3TJT5
Q9BTC8	A0A2I3TKW4
Q5TA31	A0A2J8ITE3
P62875	A0A2J8JVI9
P43405	A0A2J8KTF6
P32418	A0A2J8LKW3
Q5SYB0	A0A2J8QRH8
Q86U44	G2HF97
P55061	G2HH84
O95072	G2HHM7
Q9H2P9	H2PZI0
Q9P1Z3	H2Q078
P20023	H2Q115
Q9H772	H2Q1E8
Q9UQ84	H2Q1F2
O75607	H2Q2G5
Q24JP5	H2Q3T4
P54849	H2Q5H9
Q9H1C3	H2Q6R4
Q14112	H2Q8B0
Q9UL45	H2Q9D5
P29590	H2Q9S3
O75838	H2Q9V9
O60658	H2QA09
P34810	H2QC47
P05813	H2QCK1
Q8IU81	H2QGM3
Q9BYV2	H2QHM3
Q8WV92	H2QIE8
P29074	H2QIM7
Q9BPW8	H2QLG2
Q6XE24	H2QM82
Q9BRQ6	H2QNA5
P16471	H2QQR5
Q8IX03	H2QRY9
O76000	H2QSK9
P29279	H2QTR1
Q16850	H2QUX0
Q8NA54	H2QVA7
P42575	H2QVJ4
Q6PL18	H2QWN8
O95452	H2R0Q7
Q8WXJ9	H2R8Z0
Q6P1X5	H2R9Q1
P78357	H2R9Q6
P48551	H2RAJ3
A0A1W2PR80	H2RAL3
Q13315	H2RAN4
Q00978	H2RBA9
O15405	H2RBI9
Q8IZM8	H2RI23
Q8NEG7	K7A9X2
P31273	K7AMT8
Q9H9L7	K7ANV0
Q5JVS0	K7AZQ0
P35270	K7B3E1
Q96IQ9	K7BB47
O95402	K7BCN6
Q5VY43	K7BE35
Q9GZM5	K7CCG4
O95202	K7CEE6
Q9P260	K7D7N6
Q9Y548	K7DEE7
Q9C019	Q7YR33
Q71RG4	A0A2I3RD91
P53990	A0A2I3RFC9
Q01538	A0A2I3RRS4
P59901	A0A2I3RZC8
Q9BVC4	A0A2I3RZE2
Q92782	A0A2I3RZX7
A6NHN0	A0A2I3S1X9
Q9UPM6	A0A2I3S539
P48067	A0A2I3SB76
P52747	A0A2I3SCF5
O43236	A0A2I3SHG8
P07911	A0A2I3SIL1
Q8WXF8	A0A2I3SQT1
P35749	A0A2I3SVN0
A6NE01	A0A2I3SXN7
P56945	A0A2I3T4J5
Q86VZ6	A0A2I3T5Z8
A0A087WW49	A0A2I3TFT3
P35557	A0A2I3TMS3
Q8TBA6	A0A2I3TNM2
Q13796	A0A2I3TSL1
Q9NR19	A0A2J8JYI9
Q9UJL9	A0A2J8LZ58
Q86YA3	A0A2J8M271
A0PJX2	A0A2J8MKY2
Q9P2S2	A0A2J8QCP5
O43405	A0A2J8QKY7
Q9H7Z7	G2HJX9
Q8N0U7	H2PZ52
Q16513	H2PZC4
Q8NH59	H2Q2Z8
P68402	H2Q4U4
Q96FT9	H2Q8N6
P82912	H2QA12
P51798	H2QAA1
Q8IWR0	H2QAL2
O43809	H2QB47
Q8N4C9	H2QCR8
Q99456	H2QCX4
P78383	H2QDD6
O14490	H2QE80
Q96JZ2	H2QFN8
Q76L83	H2QHK0
Q96PE7	H2QI34
Q09328	H2QIR3
P28330	H2QJC0
Q8WWG9	H2QJI5
Q92754	H2QKM6
P12036	H2QLG1
O95219	H2QN95
Q9NPC7	H2QNP9
Q96QD9	H2QP19
P40425	H2QSR2
Q9NV96	H2QTA5
Q8N103	H2QTZ3
Q13185	H2QUA9
Q8WV48	H2QX84
Q13219	H2QXS1
Q9NZ63	H2QY12
Q9BZM6	H2QZY1
Q16204	H2QZY4
O95847	H2R0X6
Q8IYL3	H2R2K2
Q5T035	H2R6L1
Q8TF39	H2RAR5
Q96GU1	H2REV6
O95136	H2RFB6
P80294	H2RHP7
Q8NHQ8	K7ALS6
Q71F56	K7B153
P49588	K7B2G8
P05186	K7B4Y6
O75051	K7BAA4
P40337	K7BID8
Q9NRY4	K7C2G8
P20338	K7C6H8
P22607	K7CPL4
Q9Y5G4	Q5DRB1
P10636	Q5YCW1
Q96A08	A0A0B4J2I5
Q14155	A0A2I3RBZ3
Q7Z4N2	A0A2I3RK32
Q6ZS82	A0A2I3RK95
A0A0B4J275	A0A2I3RU43
Q96L93	A0A2I3S2G1
Q13094	A0A2I3S4L7
Q8IXP5	A0A2I3S874
P35247	A0A2I3SML9
P35226	A0A2I3SRC0
P16118	A0A2I3STA9
Q92527	A0A2I3SVD9
Q8TD46	A0A2I3T2G8
P15976	A0A2I3TBK1
Q6ZS27	A0A2I3TBV3
P27216	A0A2I3TLG7
Q9UBS5	A0A2I3TTF4
P43364	A0A2J8ILL3
Q86SU0	A0A2J8M3R5
Q53H82	A0A2J8M9M4
Q5JTD0	A0A2J8P086
Q9Y6J8	A0A2J8PX28
O14948	A2T713
Q9NUA8	H2PYA0
Q00403	H2PZC5
P52797	H2Q066
Q9H5Q4	H2Q1G2
P17041	H2Q1U3
P63215	H2Q3W7
Q8N4F4	H2Q3X7
Q12929	H2Q5J3
Q7Z6M2	H2Q881
Q8TF46	H2Q9N0
Q02221	H2QB05
Q86US8	H2QBV1
Q8IUI8	H2QCL5
P13646	H2QCZ4
Q8WU67	H2QEB8
Q96EN8	H2QEG1
Q9Y2T6	H2QJK8
Q9H269	H2QJU9
Q3MIV0	H2QKX6
P08100	H2QNC5
Q03188	H2QPJ2
O00203	H2QR49
P22626	H2QUA8
Q96PZ0	H2QV72
P41159	H2QVB5
Q96BR1	H2QW93
Q9NWQ8	H2QWC2
Q6ZPD8	H2QYR1
P41227	H2QZA0
P49642	H2R0Q8
Q13472	H2R419
Q8N5M4	H2R5C1
Q6IPR1	H2R7A0
Q6NWY9	H2R7D5
A6NF89	H2R7F5
Q8NGP9	H2R7T5
O14862	H2R8J4
Q5H8A3	H2R8P0
Q9BTV7	H2R8T8
Q12870	H2R966
P59190	H2R9A2
Q9NZN5	H2RD37
Q8IUG1	H2REX4
P60412	H2RIF4
P50990	K6ZZK7
Q96E14	K7AJ48
Q9NVV4	K7B1T3
Q8N183	K7BBH1
P52594	K7BFP8
Q96KQ7	K7C2X9
Q8NAC3	K7DJN3
O00755	Q1KYL1
P09912	Q28808
Q9H095	A0A2I3RKQ6
Q8TBQ9	A0A2I3RLL4
A6NDL7	A0A2I3RQK9
Q96DX8	A0A2I3S0H1
Q92753	A0A2I3S8A1
Q14693	A0A2I3S931
P04632	A0A2I3SDN3
A0JD37	A0A2I3SGI2
P30304	A0A2I3SIA0
Q5TCZ1	A0A2I3SRN7
Q7RTS3	A0A2I3T1M0
Q9NTW7	A0A2I3T7E8
Q96S06	A0A2I3TG84
Q9UKS7	A0A2I3TMH1
Q96LJ8	A0A2I3TVQ7
P48065	A0A2J8ILY3
Q5H9K5	A0A2J8IVP8
Q5SXM1	A0A2J8IWB6
P08579	A0A2J8MSX5
Q9H344	A0A2J8P6Q3
Q8N9Z0	A0A2J8Q751
P19525	B9UKH7
O43181	G2HF81
Q9Y285	G2HG47
Q13105	H2PY43
P0DPA2	H2Q0D5
Q86X27	H2Q0N9
P49454	H2Q149
Q6ZQN5	H2Q2R9
Q86VP6	H2Q6F1
Q15020	H2Q6T4
Q15643	H2Q8S9
O43482	H2Q977
Q8IV50	H2Q9F9
A2RTX5	H2QA60
Q9H8S9	H2QI57
Q8IXB1	H2QJ35
P17661	H2QJG9
O75628	H2QK50
Q9H2P0	H2QKK6
Q8IUC2	H2QKY1
O95622	H2QN88
Q9UK58	H2QNM8
P54756	H2QPJ1
Q96I23	H2QPV9
O14682	H2QR29
Q92878	H2QRG6
Q8NBM8	H2QRR8
Q7Z419	H2QSC8
Q7Z5Y7	H2QSW6
Q8IV38	H2QU75
Q7Z7G8	H2QWI0
Q16553	H2QWT5
O43736	H2QYU4
Q9ULC4	H2QZ28
Q9H4L7	H2QZE1
P60602	H2R385
Q8NH61	H2R5M2
Q9P035	H2R8B8
Q12857	H2R915
P35228	H2R9K9
Q9NSY1	H2RA65
P04424	H2RBX6
Q8N8A6	H2RD50
Q9Y586	H2RHA3
Q00610	K7CCE3
P31751	K7CDC2
Q8NB37	K7CKC0
Q9Y4C4	K7CSF7
Q9P243	K7DPR0
Q96IP4	A0A2I3RLJ1
Q9Y566	A0A2I3RP67
Q6ZT89	A0A2I3S153
A0A1B0GTL2	A0A2I3S459
P12980	A0A2I3SC45
Q13619	A0A2I3SPM9
P54652	A0A2I3STG6
O75949	A0A2I3TDV1
Q3B7I2	A0A2I3TLC7
P09131	A0A2I3TLM4
P40199	A0A2I3TN57
P60484	A0A2I3TNH3
O75916	A0A2I3TWX3
Q96R30	A0A2J8JT79
P33151	A0A2J8MVE2
P35498	A0A2J8PQC8
O43548	A0A2J8QED7
Q9H2A9	A0A2J8QGX8
A8MTL3	A0A2J8QK70
Q9Y5A6	A2T712
A8MTZ0	G2HEF9
Q9GZN1	G2HGM5
Q14114	H2PZ23
P49137	H2Q104
Q5NUL3	H2Q2A4
Q7Z3E2	H2Q2L6
Q9UQF2	H2Q3H1
Q9NPI0	H2Q3U1
P32754	H2Q735
Q9ULZ9	H2Q777
O95455	H2Q7P8
Q9Y2U9	H2Q892
Q9H7T0	H2Q8S7
Q9Y4F5	H2Q904
Q6NT04	H2QAG1
Q9Y3C7	H2QC12
Q86XA0	H2QDY7
P02750	H2QF21
Q92952	H2QFS3
Q86VD7	H2QFU6
P55318	H2QGM2
P09525	H2QI17
Q15435	H2QJR3
Q9BY32	H2QJV6
O75828	H2QKZ9
Q96RJ3	H2QLT1
P55145	H2QMP7
P19876	H2QPN9
O14830	H2QPP9
Q9BQG2	H2QRA4
Q495M3	H2QRU0
Q08881	H2QRW3
Q8WV93	H2QTI4
O60284	H2QW56
Q96H35	H2QXT8
Q92796	H2QYR8
Q15528	H2R0M1
Q14847	H2R1V0
Q96BD6	H2R2W2
A6NMK8	H2R567
Q14008	H2R5G4
Q1MX18	H2R5K1
Q9NST1	H2R6Y4
Q5T9Z0	H2R8C4
Q9NQ92	H2R9L4
P39656	H2RDP4
Q3ZCT1	H2REE7
Q12770	K7BC18
Q16555	K7BQR6
O15270	K7BVV1
Q9UJ14	K7CUI4
Q9BV68	K7DCB3
Q63HR2	K7DF30
P27707	K7DFS5
Q16613	Q5IS55
P02760	A0A2I3RER0
Q9H0R3	A0A2I3RH83
O15350	A0A2I3RJD2
P62136	A0A2I3RNA9
A0A1B0GVH7	A0A2I3RQV2
Q6UXS0	A0A2I3SMF3
Q5W188	A0A2I3STG2
A0A0B4J264	A0A2I3SXH4
P05388	A0A2I3SYL8
Q9NR12	A0A2I3SZY4
Q6ZVN8	A0A2I3T9I0
Q6UVY6	A0A2I3TDU3
Q6ZTQ3	A0A2I3TLY0
Q86T82	A0A2I3TWP0
Q13772	A0A2J8ILR9
Q9NPC2	A0A2J8LF96
Q5TGU0	A0A2J8NZK5
Q99250	A0A2J8PQ98
Q15722	A0A2J8QKU8
Q13568	A0A2J8QT42
O43424	C7G3M0
P01160	H2PY13
Q9BU20	H2PY49
P17787	H2Q056
Q96GI7	H2Q1C2
Q9NZ45	H2Q1X4
Q96BP2	H2Q242
Q96JN0	H2Q2C4
P53618	H2Q377
P14679	H2Q4J1
Q8TD84	H2Q4V0
Q16630	H2Q6F8
Q9Y4C8	H2Q6Y4
Q96JK4	H2Q8W9
Q9H211	H2QBQ6
Q8N4B4	H2QC15
Q99615	H2QD10
Q9P0N8	H2QF85
Q6UXV1	H2QGX5
P49190	H2QJB7
Q7Z7J7	H2QM05
Q6PII3	H2QM41
Q9Y5P6	H2QMM2
Q765I0	H2QNZ1
A5D8W1	H2QUW5
P29474	H2QVM2
Q8NFW1	H2QWR6
P07360	H2QY75
Q9NP70	H2R148
P00451	H2R1R6
Q14432	H2R265
P21439	H2R3D1
O75716	H2R3E2
A2RU49	H2R3H9
O95727	H2R4X2
P29597	H2R6D4
O95057	H2R6H8
A2VDF0	H2R786
P34931	H2R7H0
Q5VYJ5	H2R7S1
Q9UJU5	H2R911
Q5BKU9	H2R9C2
Q8TCD6	H2RC90
O75445	H2RCS4
P0C2Y1	H2RDA6
Q96EI5	H2RDY6
H7BZ55	H2RHR3
Q96C36	K7AGU5
Q8WXX7	K7ALG4
Q71RC2	K7ANC5
P11586	K7ATQ6
Q9NRM0	K7BLP3
Q5VT52	K7C3G9
Q08999	K7C590
Q9BYW2	K7D2K6
Q9Y6X9	K7D393
Q9UJY5	A0A2I3RCZ2
Q5VTH9	A0A2I3RF43
Q96LC7	A0A2I3RMQ3
Q6T311	A0A2I3S075
Q13822	A0A2I3S7H1
Q6RSH7	A0A2I3SE65
Q9C0C6	A0A2I3SRQ1
Q9Y5A7	A0A2I3SXX4
P48058	A0A2I3T3T7
P98153	A0A2I3TKA7
Q9HCF6	A0A2I3TM21
Q08174	A0A2I3TVF6
P25189	A0A2J8JAV0
O43186	A0A2J8K1Z4
Q8N9N5	A0A2J8LF55
Q06330	A0A2J8NVV9
Q8TAX7	A0A2J8PF58
Q5T0N1	H2Q234
O95992	H2Q286
Q7L2H7	H2Q3D0
Q9UBU9	H2Q3X3
Q8IZS7	H2Q5E3
Q92478	H2Q5E6
Q9C0J9	H2Q5M4
Q96NU7	H2Q6N2
Q8IV20	H2Q7I1
Q15139	H2Q845
Q8WXH0	H2Q8G1
O75586	H2Q8J5
O95166	H2QC26
O76014	H2QCY7
O95466	H2QD87
Q9BXR0	H2QFC4
P17039	H2QG13
Q8IVI9	H2QIX5
Q9H0D6	H2QK18
Q9Y5T5	H2QKW5
P16152	H2QKZ8
Q8IWF2	H2QLK7
P30414	H2QMD4
Q9NS98	H2QMR6
P61328	H2QNZ3
Q495X7	H2QQE1
O75446	H2QQF7
O14746	H2QQL0
Q4G0N4	H2QQS1
P20936	H2QR74
Q8N485	H2QR96
Q9BQI7	H2QRL8
P51160	H2QRS3
P05089	H2QTR0
Q96PB1	H2QUY3
Q8N6Y2	H2QV62
P22736	H2QZT3
Q96SL4	H2R0N7
Q5IJ48	H2R133
Q9BUJ2	H2R182
P55769	H2R3F7
Q9BPY3	H2R466
O15247	H2R4G9
Q14314	H2R582
O75663	H2R8F5
O96020	H2R9R9
Q8TEH3	H2RBN5
Q1W4C9	H2RBP6
O75665	K6ZTS4
O43309	K7A5W6
Q9P258	K7ABL4
P31749	K7AGW5
O94813	K7AV78
O60934	K7BTF5
Q96C28	K7C1Q4
P48960	K7C1Z3
P11216	K7DI46
Q8TCB0	P27473
P69892	P61921
P30953	Q9TUA9
P60673	A0A2I3RE90
Q53EV4	A0A2I3RRF3
Q8TF42	A0A2I3RYA9
P56524	A0A2I3S7H7
Q9UKY0	A0A2I3SH27
M0R2J8	A0A2I3SLY2
Q96DC7	A0A2I3SMF1
Q9H967	A0A2I3STR5
O95156	A0A2I3STU8
Q13794	A0A2I3SX38
Q8NCU1	A0A2I3SZK9
O43795	A0A2I3T0S1
Q9UHC9	A0A2I3TD66
Q13635	A0A2I3TE95
Q9HCJ3	A0A2I3TK33
Q8WWL7	A0A2J8JH44
Q96LM9	A0A2J8JYQ1
